farmer_id,gender,age,is_youth,is_pwd,disability_type,farmer_type,has_land_title,county,crop,crop_stage,season,phone_type,preferred_channel,preferred_language,literacy_level,loan_request,completed_repayment_history,missed_repayment,has_formal_credit_history,has_sales_records,has_buyer_records,active_savings_group,savings_group_reliability,cooperative_member,cooperative_reliability,cooperative_repayment_score,reliable_buyer,buyer_payment_reliability,verified_input_purchase,input_purchase_count,input_purchase_frequency,extension_support,mobile_money_consistency,peer_lending_reliability,seasonal_income_pattern,market_payment_consistency,climate_risk_level,pest_risk_level,market_delay_risk,localized_pest_outbreak,localized_drought_exposure,latent_repayment_probability,repayment_outcome,target_repaid_on_time
SYN-12876,female,22,True,True,other,PWD farmer,False,Kakamega,Vegetables,harvest,long_rains,feature_phone,ussd,sw,low,13939,False,False,False,False,True,True,medium,False,none,,True,medium,True,2,medium,False,low,medium,unknown,weak,medium,medium,high,medium,medium,0.1886,defaulted,0
SYN-21240,female,20,True,False,,Youth farmer,False,Nakuru,Maize,harvest,short_rains,smartphone,app,en,high,9922,False,False,True,True,True,True,strong,False,none,,True,strong,True,2,medium,False,medium,strong,volatile,strong,high,low,low,none,high,0.9825,on_time,1
SYN-18216,male,55,False,False,,Smallholder farmer,False,Machakos,Potatoes,flowering,long_rains,smartphone,sms,en,low,16092,True,False,False,False,False,True,medium,True,strong,97.0,False,none,False,0,none,False,high,strong,volatile,none,medium,high,high,high,medium,0.5,late,0
SYN-13927,female,35,False,True,mobility,PWD farmer,False,Nakuru,Beans,flowering,long_rains,smartphone,ussd,en,high,7427,True,False,False,False,False,True,medium,True,strong,82.0,False,none,False,0,none,False,high,strong,stable,none,medium,medium,high,low,medium,0.9093,on_time,1
SYN-21906,female,36,False,False,,Women farmer,False,Kakamega,Beans,planting,short_rains,smartphone,app,sw,low,8016,True,False,False,True,True,True,medium,False,none,,True,medium,True,6,high,True,medium,none,stable,medium,medium,low,high,none,medium,0.9669,on_time,1
SYN-09753,male,21,True,False,,Youth farmer,False,Nakuru,Sorghum,harvest,long_rains,feature_phone,ussd,sw,high,6206,True,False,False,True,False,False,none,True,weak,37.0,False,none,True,6,high,False,medium,strong,stable,strong,high,medium,low,none,high,0.8619,defaulted,0
SYN-02487,male,41,False,False,,Smallholder farmer,True,Kisumu,Potatoes,harvest,short_rains,feature_phone,ussd,sw,medium,17288,False,False,True,True,True,True,weak,False,none,,True,strong,False,0,none,True,high,strong,volatile,medium,high,low,high,none,high,0.9069,on_time,1
SYN-01397,male,25,True,False,,Youth farmer,True,Uasin Gishu,Potatoes,planting,long_rains,smartphone,ussd,en,high,11899,False,False,False,False,False,True,strong,True,weak,39.0,False,none,False,0,none,False,high,weak,volatile,medium,medium,high,low,medium,medium,0.6027,on_time,1
SYN-22501,female,20,True,False,,Youth farmer,False,Kisumu,Beans,vegetative,short_rains,feature_phone,ussd,sw,medium,4306,False,False,False,True,True,True,weak,False,none,,True,weak,True,3,medium,True,low,strong,volatile,weak,low,medium,medium,medium,low,0.5793,defaulted,0
SYN-00220,male,29,True,True,visual,PWD farmer,False,Kakamega,Sorghum,planting,dry_season,feature_phone,ussd,en,low,6577,False,False,True,True,False,True,strong,False,none,,True,strong,True,1,low,False,high,none,moderate,none,low,high,medium,low,low,0.8504,restructured,0
SYN-25700,female,23,True,False,,Youth farmer,False,Nakuru,Tomatoes,vegetative,short_rains,smartphone,ussd,en,low,16295,True,False,False,False,False,True,medium,True,strong,66.0,True,medium,False,0,none,True,unknown,medium,stable,medium,medium,low,medium,none,medium,0.9007,fully_repaid,1
SYN-15739,female,35,False,True,mobility,PWD farmer,False,Makueni,Maize,planting,short_rains,feature_phone,ussd,en,medium,10011,True,False,True,False,False,True,medium,True,medium,67.0,True,medium,True,2,medium,True,medium,strong,stable,none,medium,low,low,none,medium,0.966,fully_repaid,1
SYN-20854,female,65,False,False,,Women farmer,False,Nakuru,Vegetables,vegetative,short_rains,smartphone,ussd,en,medium,16125,True,False,False,False,False,False,none,False,none,,False,none,True,5,high,False,medium,none,volatile,none,low,high,low,high,low,0.3415,on_time,1
SYN-14605,male,38,False,False,,Smallholder farmer,False,Makueni,Potatoes,vegetative,short_rains,feature_phone,ussd,en,medium,16589,True,False,False,True,False,True,medium,True,weak,61.0,True,strong,True,1,low,True,unknown,weak,stable,weak,medium,low,high,none,medium,0.8389,on_time,1
SYN-26281,male,30,True,False,,Youth farmer,True,Kisumu,Vegetables,vegetative,long_rains,smartphone,sms,en,low,9638,True,True,False,False,False,False,none,False,none,,False,none,True,3,medium,True,medium,medium,moderate,medium,low,high,medium,medium,low,0.5746,fully_repaid,1
SYN-02861,male,31,True,False,,Youth farmer,False,Makueni,Maize,harvest,long_rains,smartphone,sms,en,medium,5815,False,False,True,False,True,False,none,False,none,,True,strong,True,3,medium,True,high,weak,stable,medium,medium,high,medium,low,medium,0.7336,on_time,1
SYN-17286,male,38,False,False,,Smallholder farmer,False,Kisumu,Potatoes,flowering,short_rains,smartphone,ussd,en,medium,12520,False,False,False,True,False,True,medium,False,none,,False,none,True,1,low,True,unknown,none,moderate,none,low,medium,low,medium,low,0.4699,late,0
SYN-19637,female,42,False,False,,Women farmer,False,Uasin Gishu,Sorghum,harvest,long_rains,smartphone,sms,en,medium,3872,True,False,False,False,False,True,medium,True,medium,64.0,True,strong,False,0,none,False,low,strong,stable,weak,low,medium,medium,none,low,0.8851,fully_repaid,1
SYN-05256,female,51,False,False,,Women farmer,False,Makueni,Beans,vegetative,short_rains,shared_phone,ussd,en,medium,11229,True,False,False,True,True,True,strong,True,medium,22.0,True,strong,True,1,low,False,medium,medium,volatile,medium,high,medium,medium,low,high,0.833,restructured,0
SYN-08511,male,61,False,False,,Smallholder farmer,False,Makueni,Maize,harvest,dry_season,smartphone,sms,en,low,13364,True,True,True,True,False,True,strong,True,strong,93.0,False,none,True,1,low,False,medium,none,volatile,none,low,medium,high,none,low,0.5953,on_time,1
SYN-03296,female,52,False,False,,Women farmer,False,Kakamega,Maize,vegetative,long_rains,smartphone,sms,en,medium,6919,False,False,True,False,False,True,medium,False,none,,False,none,False,0,none,True,medium,medium,moderate,strong,medium,high,medium,high,medium,0.4665,on_time,1
SYN-07836,female,65,False,False,,Women farmer,False,Machakos,Sorghum,planting,long_rains,feature_phone,ussd,sw,medium,9922,True,False,False,False,True,True,medium,True,strong,90.0,True,weak,True,3,medium,True,medium,weak,moderate,strong,high,medium,medium,medium,high,0.8214,defaulted,0
SYN-26687,male,54,False,False,,Smallholder farmer,True,Kakamega,Maize,vegetative,long_rains,smartphone,app,sw,low,4125,False,False,False,False,False,False,none,True,medium,59.0,False,none,True,6,high,False,medium,weak,stable,weak,medium,medium,low,none,medium,0.6471,late,0
SYN-16934,male,22,True,False,,Youth farmer,False,Nakuru,Potatoes,planting,long_rains,feature_phone,ussd,en,low,14165,True,False,True,False,True,True,strong,True,weak,45.0,True,strong,True,5,high,True,low,medium,moderate,medium,medium,medium,high,none,medium,0.9617,on_time,1
SYN-19636,male,48,False,False,,Smallholder farmer,True,Bungoma,Vegetables,vegetative,long_rains,smartphone,ussd,sw,low,15094,True,False,False,True,True,True,medium,True,medium,86.0,True,strong,True,3,medium,True,high,medium,moderate,none,medium,high,medium,high,medium,0.9654,early,1
SYN-13319,female,61,False,False,,Women farmer,False,Uasin Gishu,Potatoes,planting,dry_season,feature_phone,ussd,sw,high,8234,False,False,False,True,True,True,weak,False,none,,True,weak,True,1,low,True,medium,medium,moderate,medium,high,medium,medium,medium,high,0.5758,on_time,1
SYN-28090,male,41,False,False,,Smallholder farmer,True,Uasin Gishu,Maize,planting,dry_season,smartphone,app,en,medium,10097,True,False,True,False,False,True,medium,False,none,,False,none,True,4,high,False,unknown,medium,stable,weak,medium,medium,low,none,medium,0.7933,on_time,1
SYN-14499,male,59,False,False,,Smallholder farmer,True,Nakuru,Tomatoes,harvest,long_rains,smartphone,sms,en,low,15706,True,False,True,True,True,True,weak,False,none,,True,strong,True,1,low,False,medium,none,stable,weak,medium,medium,high,none,medium,0.8937,defaulted,0
SYN-01115,male,42,False,False,,Smallholder farmer,True,Kisumu,Beans,planting,long_rains,smartphone,sms,sw,medium,3433,False,False,False,False,True,True,weak,False,none,,True,weak,False,0,none,False,medium,medium,volatile,weak,medium,medium,low,none,medium,0.3388,restructured,0
SYN-13384,female,28,True,False,,Youth farmer,False,Nakuru,Potatoes,vegetative,dry_season,feature_phone,ussd,sw,medium,11755,True,False,False,True,True,True,strong,False,none,,True,weak,True,3,medium,True,medium,medium,moderate,medium,low,high,low,high,low,0.9848,fully_repaid,1
SYN-21078,female,25,True,True,visual,PWD farmer,False,Kakamega,Maize,vegetative,short_rains,feature_phone,ussd,en,medium,9392,True,False,False,True,False,True,strong,False,none,,False,none,True,1,low,False,low,weak,moderate,strong,low,medium,low,none,low,0.9118,fully_repaid,1
SYN-24084,female,39,False,False,,Women farmer,False,Makueni,Maize,planting,long_rains,feature_phone,ussd,en,low,6110,True,False,False,False,False,True,medium,False,none,,False,none,True,1,low,False,high,strong,volatile,weak,low,high,medium,high,low,0.6301,defaulted,0
SYN-23340,female,38,False,False,,Women farmer,True,Bungoma,Tomatoes,vegetative,long_rains,feature_phone,ussd,en,high,21346,True,False,False,False,True,True,medium,True,weak,43.0,True,medium,True,2,medium,True,high,medium,stable,medium,medium,medium,medium,low,medium,0.9401,late,0
SYN-01146,male,40,False,False,,Smallholder farmer,False,Bungoma,Maize,vegetative,long_rains,feature_phone,ussd,en,medium,7685,False,False,False,True,False,False,none,True,weak,56.0,False,none,True,6,high,False,high,medium,volatile,none,medium,medium,low,none,medium,0.3895,late,0
SYN-03573,male,29,True,False,,Youth farmer,False,Kakamega,Vegetables,planting,dry_season,feature_phone,ussd,en,low,17724,False,False,True,True,False,False,none,True,weak,50.0,False,none,True,4,high,True,low,medium,moderate,weak,medium,high,medium,medium,medium,0.3925,defaulted,0
SYN-05592,female,22,True,False,,Youth farmer,True,Bungoma,Tomatoes,vegetative,long_rains,smartphone,ussd,en,medium,26107,False,False,False,False,True,False,none,True,weak,28.0,True,strong,True,1,low,True,low,medium,moderate,medium,high,high,high,medium,high,0.1856,restructured,0
SYN-11968,female,47,False,False,,Women farmer,False,Makueni,Beans,vegetative,long_rains,shared_phone,ussd,sw,medium,9930,False,False,False,False,False,False,none,True,medium,76.0,True,medium,True,1,low,True,high,strong,moderate,medium,medium,medium,medium,low,medium,0.6789,late,0
SYN-05415,female,62,False,False,,Women farmer,False,Machakos,Maize,planting,dry_season,feature_phone,ussd,sw,low,8045,False,False,False,True,False,False,none,True,medium,75.0,False,none,True,1,low,False,unknown,medium,stable,medium,high,high,medium,medium,high,0.3215,defaulted,0
SYN-15789,female,18,True,False,,Youth farmer,False,Nakuru,Beans,planting,dry_season,smartphone,app,sw,low,11205,True,False,False,True,False,True,medium,True,medium,54.0,False,none,True,1,low,False,medium,weak,moderate,weak,low,low,medium,none,low,0.8383,restructured,0
SYN-03766,male,43,False,False,,Smallholder farmer,True,Bungoma,Maize,vegetative,long_rains,feature_phone,ussd,en,medium,9453,False,False,False,True,True,True,strong,True,weak,56.0,True,weak,True,1,low,True,low,medium,volatile,none,high,low,medium,low,high,0.5656,defaulted,0
SYN-29126,male,60,False,False,,Smallholder farmer,False,Uasin Gishu,Beans,planting,long_rains,smartphone,ussd,en,high,10237,True,False,False,True,False,True,strong,False,none,,False,none,True,1,low,False,medium,medium,unknown,medium,low,medium,medium,medium,low,0.8545,restructured,0
SYN-04121,female,30,True,False,,Youth farmer,False,Nakuru,Maize,vegetative,short_rains,feature_phone,ussd,en,medium,4840,True,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,True,unknown,weak,volatile,weak,high,low,medium,low,high,0.1952,defaulted,0
SYN-16579,male,42,False,False,,Smallholder farmer,False,Nakuru,Potatoes,vegetative,long_rains,feature_phone,ussd,en,low,16939,False,False,True,True,False,True,strong,False,none,,False,none,True,5,high,True,medium,medium,unknown,medium,low,high,medium,none,low,0.9364,fully_repaid,1
SYN-24236,male,29,True,True,other,PWD farmer,False,Kakamega,Tomatoes,vegetative,long_rains,smartphone,sms,en,medium,22800,False,False,False,True,False,False,none,True,medium,51.0,False,none,True,1,low,False,high,medium,stable,weak,low,low,medium,low,low,0.7313,late,0
SYN-21479,male,62,False,False,,Smallholder farmer,True,Kakamega,Maize,planting,long_rains,feature_phone,ussd,en,medium,11192,False,False,True,False,False,True,medium,False,none,,False,none,True,7,high,True,high,medium,stable,medium,low,medium,medium,low,low,0.8569,fully_repaid,1
SYN-13281,female,41,False,False,,Women farmer,False,Bungoma,Vegetables,planting,long_rains,feature_phone,ussd,en,medium,8386,True,True,False,False,False,True,strong,False,none,,False,none,False,0,none,False,high,medium,moderate,medium,high,medium,low,low,high,0.5218,restructured,0
SYN-28149,male,47,False,False,,Smallholder farmer,True,Makueni,Sorghum,vegetative,dry_season,feature_phone,ussd,sw,medium,8603,True,False,False,True,True,False,none,False,none,,True,strong,True,5,high,True,unknown,medium,stable,medium,medium,high,medium,medium,medium,0.9243,on_time,1
SYN-29843,male,20,True,True,hearing,PWD farmer,False,Makueni,Beans,flowering,long_rains,feature_phone,ussd,en,medium,9337,False,False,False,False,False,True,strong,False,none,,False,none,True,7,high,True,high,medium,stable,weak,medium,medium,medium,low,medium,0.8981,early,1
SYN-19507,male,47,False,False,,Smallholder farmer,True,Kakamega,Sorghum,flowering,long_rains,smartphone,app,sw,medium,9021,True,False,False,True,False,True,medium,True,medium,74.0,False,none,True,1,low,False,medium,strong,stable,strong,high,high,high,high,high,0.8826,on_time,1
SYN-05677,male,32,True,False,,Youth farmer,False,Nakuru,Sorghum,harvest,long_rains,smartphone,ussd,sw,medium,9214,False,False,False,True,False,False,none,False,none,,True,medium,True,2,medium,False,medium,medium,stable,weak,medium,medium,low,low,medium,0.8407,on_time,1
SYN-24634,female,31,True,False,,Youth farmer,False,Kisumu,Maize,planting,dry_season,smartphone,app,sw,low,11895,False,False,False,False,True,True,weak,False,none,,True,medium,False,0,none,True,low,medium,moderate,weak,low,high,high,none,low,0.4134,late,0
SYN-22768,male,45,False,False,,Smallholder farmer,True,Nakuru,Tomatoes,planting,short_rains,feature_phone,ussd,sw,medium,19076,False,False,False,False,False,False,none,True,medium,63.0,False,none,True,6,high,False,unknown,none,volatile,medium,medium,medium,medium,medium,medium,0.1373,restructured,0
SYN-25581,female,59,False,False,,Women farmer,False,Kakamega,Sorghum,flowering,long_rains,feature_phone,ussd,en,medium,4659,True,True,False,False,False,True,strong,False,none,,False,none,True,1,low,True,medium,medium,unknown,weak,high,medium,low,none,high,0.4178,fully_repaid,1
SYN-17806,female,49,False,False,,Women farmer,True,Kisumu,Beans,harvest,long_rains,feature_phone,ussd,en,low,5705,True,False,True,False,True,False,none,False,none,,True,strong,False,0,none,True,low,strong,stable,none,medium,low,medium,low,medium,0.6727,restructured,0
SYN-13336,male,24,True,False,,Youth farmer,False,Bungoma,Beans,harvest,long_rains,feature_phone,ussd,sw,low,10483,True,False,True,False,True,True,strong,True,weak,20.0,True,weak,True,1,low,False,high,strong,volatile,strong,medium,high,medium,medium,medium,0.874,defaulted,0
SYN-27689,female,47,False,False,,Women farmer,False,Kakamega,Tomatoes,vegetative,long_rains,feature_phone,ussd,en,low,24094,True,False,False,False,False,False,none,False,none,,False,none,True,1,low,True,high,strong,stable,medium,medium,medium,medium,medium,medium,0.7124,late,0
SYN-25384,male,30,True,False,,Youth farmer,True,Machakos,Vegetables,harvest,short_rains,shared_phone,ussd,en,medium,20356,True,False,False,False,False,True,strong,True,strong,100.0,False,none,True,1,low,True,low,none,volatile,strong,medium,medium,high,medium,medium,0.7935,fully_repaid,1
SYN-03373,male,36,False,False,,Smallholder farmer,False,Makueni,Beans,vegetative,short_rains,smartphone,sms,en,high,7238,True,False,True,False,False,True,medium,False,none,,False,none,True,1,low,True,unknown,none,volatile,weak,high,medium,medium,low,high,0.2966,restructured,0
SYN-21970,male,49,False,False,,Smallholder farmer,True,Makueni,Maize,flowering,long_rains,smartphone,app,sw,medium,12453,False,False,False,True,True,True,medium,True,medium,56.0,True,strong,True,3,medium,False,medium,none,moderate,strong,medium,medium,medium,low,medium,0.9387,on_time,1
SYN-00435,female,59,False,False,,Women farmer,False,Machakos,Potatoes,planting,long_rains,feature_phone,ussd,sw,high,21949,False,False,False,True,False,True,medium,False,none,,True,strong,True,2,medium,True,high,none,volatile,medium,high,low,low,none,high,0.8487,on_time,1
SYN-23288,female,57,False,False,,Women farmer,True,Kisumu,Potatoes,harvest,short_rains,smartphone,sms,en,low,11790,False,False,False,False,True,False,none,True,medium,65.0,True,strong,True,2,medium,True,medium,medium,unknown,medium,medium,high,high,high,medium,0.3438,late,0
SYN-02291,female,19,True,False,,Youth farmer,False,Kakamega,Potatoes,flowering,short_rains,smartphone,app,sw,medium,20433,False,False,False,True,False,False,none,True,weak,23.0,False,none,True,1,low,True,unknown,weak,moderate,strong,low,high,medium,high,low,0.184,late,0
SYN-26528,male,62,False,False,,Smallholder farmer,False,Uasin Gishu,Sorghum,flowering,short_rains,smartphone,sms,en,medium,10411,True,False,True,False,False,True,medium,True,medium,80.0,True,strong,True,1,low,True,medium,strong,moderate,weak,medium,high,medium,medium,medium,0.9672,fully_repaid,1
SYN-02522,male,58,False,False,,Smallholder farmer,False,Machakos,Vegetables,flowering,long_rains,shared_phone,ussd,en,high,15785,True,False,False,False,False,False,none,False,none,,True,weak,True,1,low,False,unknown,weak,moderate,medium,high,high,low,none,high,0.4816,defaulted,0
SYN-13853,male,42,False,False,,Smallholder farmer,False,Kakamega,Beans,vegetative,long_rains,shared_phone,ussd,sw,low,3000,True,False,False,False,False,True,medium,True,medium,57.0,False,none,True,2,medium,True,medium,none,moderate,medium,high,medium,high,medium,high,0.5085,defaulted,0
SYN-00606,female,18,True,False,,Youth farmer,False,Bungoma,Maize,vegetative,short_rains,smartphone,app,sw,medium,7678,False,False,False,True,True,False,none,True,weak,32.0,True,weak,True,4,high,False,medium,none,volatile,medium,medium,medium,low,medium,medium,0.3342,fully_repaid,1
SYN-01198,male,52,False,False,,Smallholder farmer,False,Machakos,Potatoes,planting,long_rains,feature_phone,ussd,en,low,9590,False,False,False,False,False,False,none,True,strong,78.0,False,none,True,1,low,True,unknown,medium,moderate,none,medium,low,medium,low,medium,0.4393,late,0
SYN-01699,male,63,False,False,,Smallholder farmer,True,Machakos,Sorghum,vegetative,long_rains,feature_phone,ussd,en,medium,3407,True,True,True,True,True,False,none,True,weak,28.0,True,medium,True,1,low,False,high,medium,moderate,weak,medium,medium,medium,medium,medium,0.6878,late,0
SYN-24532,male,53,False,False,,Smallholder farmer,True,Nakuru,Maize,planting,long_rains,feature_phone,ussd,en,medium,9828,True,False,False,False,False,False,none,False,none,,False,none,True,1,low,True,medium,medium,moderate,medium,medium,medium,medium,medium,medium,0.6811,early,1
SYN-23900,female,59,False,False,,Women farmer,True,Machakos,Potatoes,vegetative,short_rains,smartphone,ussd,en,medium,18165,True,False,False,True,False,False,none,False,none,,False,none,True,2,medium,True,medium,weak,unknown,weak,high,high,low,low,high,0.6543,on_time,1
SYN-05204,female,56,False,False,,Women farmer,True,Kakamega,Maize,planting,long_rains,smartphone,sms,en,medium,5517,False,False,True,True,False,False,none,False,none,,True,medium,True,1,low,False,low,weak,moderate,weak,low,high,low,high,low,0.5972,fully_repaid,1
SYN-20984,female,50,False,False,,Women farmer,False,Machakos,Potatoes,harvest,short_rains,feature_phone,ussd,en,medium,19577,True,False,False,True,False,False,none,True,strong,67.0,False,none,True,4,high,True,unknown,weak,moderate,weak,high,high,high,high,high,0.414,late,0
SYN-20047,female,67,False,False,,Women farmer,False,Kakamega,Vegetables,harvest,short_rains,feature_phone,ussd,en,high,19168,False,False,True,True,True,True,medium,False,none,,True,strong,True,2,medium,True,low,strong,stable,strong,low,high,low,low,low,0.9769,fully_repaid,1
SYN-10125,male,64,False,False,,Smallholder farmer,False,Machakos,Maize,vegetative,long_rains,feature_phone,ussd,en,high,9093,False,False,False,True,False,True,strong,False,none,,False,none,True,2,medium,False,medium,medium,unknown,weak,medium,medium,medium,medium,medium,0.6799,defaulted,0
SYN-20815,female,52,False,False,,Women farmer,False,Kakamega,Potatoes,vegetative,dry_season,feature_phone,ussd,sw,high,12701,True,False,False,False,False,True,strong,True,medium,62.0,False,none,True,2,medium,False,low,none,unknown,weak,medium,medium,medium,none,medium,0.5971,fully_repaid,1
SYN-27299,female,34,True,False,,Youth farmer,True,Nakuru,Beans,harvest,short_rains,feature_phone,ussd,en,medium,9170,True,False,True,False,True,True,medium,False,none,,True,strong,True,3,medium,False,low,medium,stable,none,low,medium,high,medium,low,0.7618,on_time,1
SYN-20280,male,28,True,False,,Youth farmer,False,Machakos,Maize,planting,long_rains,feature_phone,ussd,en,low,3000,True,False,False,False,False,True,medium,False,none,,False,none,True,1,low,True,unknown,strong,moderate,medium,high,high,low,high,high,0.3726,late,0
SYN-26070,female,67,False,False,,Women farmer,False,Kisumu,Sorghum,flowering,long_rains,shared_phone,ussd,en,medium,11455,True,False,True,False,False,False,none,False,none,,False,none,True,3,medium,True,low,medium,moderate,strong,medium,high,medium,high,medium,0.3652,late,0
SYN-27100,female,18,True,False,,Youth farmer,False,Uasin Gishu,Maize,planting,short_rains,feature_phone,ussd,sw,medium,7580,True,False,False,False,False,True,weak,False,none,,False,none,True,1,low,True,medium,strong,stable,medium,medium,low,medium,low,medium,0.8407,on_time,1
SYN-23519,female,57,False,False,,Women farmer,True,Makueni,Maize,planting,short_rains,feature_phone,ussd,en,low,7528,True,False,False,False,False,True,strong,False,none,,True,medium,True,2,medium,False,medium,strong,volatile,strong,medium,low,medium,low,medium,0.9054,early,1
SYN-26921,female,43,False,True,other,PWD farmer,False,Makueni,Beans,flowering,long_rains,smartphone,sms,en,low,8602,False,False,True,False,False,True,medium,True,strong,64.0,False,none,True,1,low,True,low,none,moderate,medium,medium,high,medium,medium,medium,0.5446,restructured,0
SYN-26835,male,27,True,False,,Youth farmer,False,Nakuru,Beans,vegetative,dry_season,feature_phone,ussd,en,medium,11255,False,False,False,False,False,True,medium,True,strong,71.0,False,none,False,0,none,True,medium,weak,moderate,weak,medium,medium,low,low,medium,0.7152,defaulted,0
SYN-24759,male,44,False,False,,Smallholder farmer,False,Nakuru,Maize,planting,short_rains,feature_phone,ussd,en,medium,7404,True,False,False,False,True,True,strong,False,none,,True,medium,True,1,low,False,low,medium,moderate,none,high,low,medium,low,high,0.5159,late,0
SYN-10004,female,49,False,False,,Women farmer,True,Machakos,Maize,flowering,dry_season,smartphone,ussd,sw,low,10441,False,False,True,True,False,True,strong,False,none,,False,none,True,1,low,True,unknown,none,volatile,weak,high,high,high,low,high,0.2108,defaulted,0
SYN-23409,male,61,False,False,,Smallholder farmer,False,Kakamega,Vegetables,vegetative,long_rains,smartphone,ussd,sw,low,14972,False,True,False,False,True,True,medium,True,strong,67.0,True,medium,True,3,medium,False,medium,strong,volatile,weak,medium,medium,low,low,medium,0.8695,on_time,1
SYN-00757,female,31,True,False,,Youth farmer,False,Machakos,Sorghum,harvest,long_rains,feature_phone,ussd,sw,medium,5636,True,True,False,True,True,True,medium,True,strong,89.0,True,strong,True,1,low,False,medium,strong,moderate,strong,medium,high,medium,high,medium,0.9526,on_time,1
SYN-03886,female,63,False,False,,Women farmer,False,Nakuru,Maize,flowering,dry_season,smartphone,app,en,medium,13086,False,True,False,False,False,True,medium,False,none,,False,none,True,3,medium,True,medium,weak,moderate,weak,low,high,low,medium,low,0.5413,defaulted,0
SYN-15605,male,57,False,False,,Smallholder farmer,True,Kisumu,Vegetables,flowering,long_rains,smartphone,app,en,medium,22652,False,False,False,False,False,True,strong,True,weak,32.0,False,none,True,6,high,False,medium,strong,unknown,medium,low,medium,medium,medium,low,0.6991,defaulted,0
SYN-27217,female,63,False,False,,Women farmer,False,Uasin Gishu,Potatoes,vegetative,dry_season,smartphone,ussd,sw,medium,23410,False,False,False,True,True,True,medium,True,strong,88.0,True,weak,True,3,medium,True,low,strong,volatile,medium,low,high,medium,high,low,0.7984,fully_repaid,1
SYN-17999,male,32,True,False,,Youth farmer,False,Kakamega,Maize,flowering,short_rains,feature_phone,ussd,sw,medium,9601,False,False,True,True,False,False,none,True,medium,57.0,False,none,True,3,medium,False,medium,medium,stable,medium,high,medium,high,none,high,0.7301,defaulted,0
SYN-28540,male,42,False,False,,Smallholder farmer,False,Nakuru,Maize,vegetative,dry_season,smartphone,sms,en,medium,8411,False,False,False,False,True,True,medium,False,none,,True,strong,True,5,high,False,medium,none,moderate,weak,low,high,medium,high,low,0.7353,fully_repaid,1
SYN-07340,female,20,True,False,,Youth farmer,False,Kakamega,Maize,planting,long_rains,smartphone,sms,sw,medium,9665,True,False,False,False,False,True,strong,False,none,,False,none,True,2,medium,True,high,weak,moderate,medium,medium,high,medium,high,medium,0.7227,on_time,1
SYN-05990,male,51,False,False,,Smallholder farmer,False,Uasin Gishu,Maize,planting,dry_season,feature_phone,ussd,en,medium,8529,False,False,False,True,True,True,medium,True,strong,85.0,True,strong,False,0,none,False,unknown,weak,unknown,medium,medium,high,low,high,medium,0.8057,restructured,0
SYN-25459,male,20,True,False,,Youth farmer,False,Uasin Gishu,Potatoes,flowering,short_rains,smartphone,ussd,sw,low,12597,False,False,True,True,False,True,medium,False,none,,False,none,True,2,medium,True,unknown,medium,moderate,weak,medium,low,high,none,medium,0.6301,late,0
SYN-26792,female,62,False,False,,Women farmer,False,Nakuru,Beans,planting,long_rains,smartphone,ussd,sw,low,6431,False,False,False,True,False,True,strong,True,medium,75.0,False,none,True,1,low,True,medium,weak,volatile,weak,low,high,low,high,low,0.4531,late,0
SYN-27993,male,50,False,False,,Smallholder farmer,False,Machakos,Tomatoes,vegetative,long_rains,feature_phone,ussd,sw,low,20952,False,False,False,False,True,False,none,True,strong,89.0,True,strong,True,5,high,True,high,medium,stable,medium,medium,medium,medium,none,medium,0.9667,on_time,1
SYN-03279,female,44,False,False,,Women farmer,True,Machakos,Maize,planting,short_rains,feature_phone,ussd,en,low,7568,False,False,False,False,True,False,none,True,medium,74.0,True,medium,True,2,medium,True,medium,none,volatile,weak,high,high,medium,medium,high,0.2647,late,0
SYN-13122,female,18,True,True,mobility,PWD farmer,True,Machakos,Potatoes,flowering,short_rains,feature_phone,ussd,sw,medium,12316,True,False,False,False,False,False,none,False,none,,False,none,True,1,low,True,medium,none,moderate,medium,medium,medium,medium,none,medium,0.7568,fully_repaid,1
SYN-24986,male,24,True,False,,Youth farmer,False,Uasin Gishu,Vegetables,harvest,short_rains,feature_phone,ussd,sw,medium,22403,True,False,False,True,True,False,none,False,none,,True,medium,False,0,none,True,low,medium,unknown,strong,medium,high,medium,medium,medium,0.5925,late,0
SYN-11971,male,19,True,False,,Youth farmer,False,Machakos,Vegetables,vegetative,short_rains,smartphone,app,en,high,13530,True,True,True,False,False,False,none,True,medium,73.0,False,none,True,4,high,False,medium,medium,volatile,medium,high,high,medium,high,high,0.1906,late,0
SYN-25166,female,65,False,False,,Women farmer,False,Kakamega,Maize,planting,long_rains,feature_phone,ussd,en,medium,10298,True,True,True,True,False,True,medium,True,weak,30.0,True,medium,True,2,medium,False,low,weak,moderate,medium,low,low,low,none,low,0.885,fully_repaid,1
SYN-17302,male,32,True,False,,Youth farmer,False,Makueni,Potatoes,flowering,dry_season,feature_phone,ussd,sw,medium,13844,True,False,True,False,False,True,medium,True,strong,93.0,False,none,True,7,high,True,low,none,volatile,weak,medium,high,medium,high,medium,0.6973,on_time,1
SYN-05073,male,38,False,False,,Smallholder farmer,True,Kakamega,Maize,planting,long_rains,smartphone,app,en,low,7510,False,False,False,False,True,False,none,False,none,,True,medium,True,1,low,True,low,medium,stable,weak,medium,high,low,high,medium,0.2225,late,0
